日付,時刻,コード,会社名,表題（リンク_TDnet）,表題（リンク_ローカル）,キーワード,ヒットページ数,記述されているページ,分類,URL（生）
20260210,15:30,9227,G-マイクロ波化学,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210554225.pdf"", ""2026年6月期 第3四半期決算説明資料"")","=HYPERLINK(""pdf_tmp/20260210/9227_1530_G-マイクロ波化学_2026年6月期 第3四半期決算説明資料.pdf"", ""2026年6月期 第3四半期決算説明資料"")",大幅,1,18,説明資料,https://www.release.tdnet.info/inbs/140120260210554225.pdf
20260210,16:00,9339,コーチ・エィ,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553809.pdf"", ""2025年12月期通期 決算説明資料"")","=HYPERLINK(""pdf_tmp/20260210/9339_1600_コーチ・エィ_2025年12月期通期 決算説明資料.pdf"", ""2025年12月期通期 決算説明資料"")",大幅,1,16,説明資料,https://www.release.tdnet.info/inbs/140120260210553809.pdf
20260210,15:45,9348,G-ispace,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553823.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/9348_1545_G-ispace_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",未達,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260210553823.pdf
20260210,15:45,9348,G-ispace,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553922.pdf"", ""通期業績予想の修正に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/9348_1545_G-ispace_通期業績予想の修正に関するお知らせ.pdf"", ""通期業績予想の修正に関するお知らせ"")",想定以上 上方修正 下方修正,1,2,予想の修正,https://www.release.tdnet.info/inbs/140120260210553922.pdf
20260210,15:30,9361,伏木運,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209551974.pdf"", ""第2四半期(中間期)業績予想と実績値との差異及び通期業績予想の修正に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/9361_1530_伏木運_第2四半期(中間期)業績予想と実績値との差異及び通期業績予想の修正に関するお知らせ.pdf"", ""第2四半期(中間期)業績予想と実績値との差異及び通期業績予想の修正に関するお知らせ"")",上方修正,1,2,予想の修正,https://www.release.tdnet.info/inbs/140120260209551974.pdf
20260210,14:00,9380,東海運,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260117534180.pdf"", ""2026年3月期 第3四半期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/9380_1400_東海運_2026年3月期 第3四半期 決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期 決算短信〔日本基準〕(連結)"")",大幅,1,5,決算短信,https://www.release.tdnet.info/inbs/140120260117534180.pdf
20260210,15:30,9517,イーレックス,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210554031.pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/9517_1530_イーレックス_2026年3月期 第3四半期決算短信〔IFRS〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔IFRS〕(連結)"")",計画を上 計画を下,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260210554031.pdf
20260210,15:30,9543,静岡ガス,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552812.pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/9543_1530_静岡ガス_2025年12月期 決算短信〔日本基準〕(連結).pdf"", ""2025年12月期 決算短信〔日本基準〕(連結)"")",需要が増,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260209552812.pdf
20260210,15:30,9543,静岡ガス,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552837.pdf"", ""2025年12月期 決算補足説明資料"")","=HYPERLINK(""pdf_tmp/20260210/9543_1530_静岡ガス_2025年12月期 決算補足説明資料.pdf"", ""2025年12月期 決算補足説明資料"")",大幅,1,2,説明資料,https://www.release.tdnet.info/inbs/140120260209552837.pdf
20260210,13:00,9644,タナベコンサルG,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552453.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/9644_1300_タナベコンサルG_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",需要の回復,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260209552453.pdf
20260210,15:30,9722,藤田観,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260206550625.pdf"", ""NSSK-GAMMA2合同会社との資本業務提携契約の締結、 株式の売出し並びに主要株主である筆頭株主及びその他の関係会社の異動に関するお知らせ"")","=HYPERLINK(""pdf_tmp/20260210/9722_1530_藤田観_NSSK-GAMMA2合同会社との資本業務提携契約の締結、 株式の売出し並びに主要株主である筆頭株主及びその他の関係会社の異動に関するお知らせ.pdf"", ""NSSK-GAMMA2合同会社との資本業務提携契約の締結、 株式の売出し並びに主要株主である筆頭株主及びその他の関係会社の異動に関するお知らせ"")",需要回復,1,1,その他,https://www.release.tdnet.info/inbs/140120260206550625.pdf
20260210,15:30,9854,愛眼,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260210553957.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/9854_1530_愛眼_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",価格改定,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260210553957.pdf
20260210,14:00,9959,アシードHD,"=HYPERLINK(""https://www.release.tdnet.info/inbs/140120260209552581.pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")","=HYPERLINK(""pdf_tmp/20260210/9959_1400_アシードHD_2026年3月期 第3四半期決算短信〔日本基準〕(連結).pdf"", ""2026年3月期 第3四半期決算短信〔日本基準〕(連結)"")",価格転嫁 値上 悪化,1,4,決算短信,https://www.release.tdnet.info/inbs/140120260209552581.pdf
